RMC,T,t,FPM,ph-M,E-M,BET,ph-S,CEC,TOC,E-S,E,V,LR
I,400,2.0,MC,9.5,232.0,0.92,8.63,18.0,3.32,25.0,K,648,80.0805
H,600,0.5,MC,9.74,0.33,6.07,7.56,54.16,18.0,75.81,K,350,13.8952
A,600,1.0,MC,6.61,100.0,150.0,5.93,20.0,9.8,0.09,N,720,18.4856
A,300,0.5,MC,8.75,1.95,3.93,7.56,54.16,18.0,0.87,N,150,5.4221
A,500,2.0,CO,9.01,204.0,139.6,6.5,28.24,14.27,0.3,N,400,18.0039
H,600,0.5,MC,9.74,0.61,6.07,7.56,54.16,18.0,0.87,N,650,11.5406
A,300,0.5,MC,8.75,0.32,3.93,7.56,54.16,18.0,75.81,K,350,10.2596
A,600,1.0,MC,6.61,113.5,150.0,5.93,20.0,9.8,0.01,P,240,8.8135
F,500,2.0,CO,7.89,204.0,1454.17,6.5,13.88,14.27,0.3,N,800,56.2622
F,500,2.0,MC,10.11,142.9,7.36,8.08,20.0,16.99,53.3,N,2800,82.8194
H,600,0.5,MC,9.74,0.61,6.07,7.56,54.16,18.0,0.87,N,450,10.4335
A,300,0.5,MC,8.75,0.11,3.93,7.56,54.16,18.0,0.56,P,350,3.1798
F,550,2.0,CO,6.5,1.8,80.0,6.33,18.1,16.0,16.0,N,300,0.5264
F,500,2.0,CO,8.62,184.4,0.0,8.08,20.0,16.99,53.3,N,1400,62.6652
F,550,2.0,MC,7.2,0.0,280.0,6.33,18.1,17.0,0.47,P,400,0.0499
F,550,2.0,CO,6.5,0.63,80.0,6.33,18.1,16.0,0.47,P,800,0.1332
A,450,2.0,MC,10.97,11.49,49.0,8.08,5.53,6.58,14.35,K,500,2.6576
F,500,2.0,CO,8.38,115.6,3.73,8.08,20.0,16.99,53.3,N,2200,60.9031
F,500,2.0,MC,10.11,225.4,5.5,8.08,20.0,16.99,53.3,N,2600,93.0617
A,500,2.0,CO,9.01,204.0,139.6,6.5,28.24,14.27,0.3,N,900,54.3053
H,600,1.0,MC,6.32,216.0,150.0,5.93,20.0,9.8,62.4,K,480,40.3111
F,600,1.0,MC,5.94,113.5,250.0,5.93,20.0,9.8,0.01,P,240,8.7743
A,600,1.0,MC,7.01,9.5,220.0,5.83,18.52,15.0,0.1,P,20,0.6656
A,450,2.0,MC,10.97,16.23,49.0,8.08,5.53,6.58,24.05,N,600,5.5265
F,600,1.0,MC,5.94,216.0,250.0,5.93,20.0,9.8,62.4,K,400,27.6397
H,600,1.0,MC,6.32,113.5,150.0,5.93,20.0,9.8,0.01,P,160,7.64
A,300,0.5,MC,8.75,1.95,3.93,7.56,54.16,18.0,0.87,N,250,7.7577
I,400,2.0,MC,9.5,232.0,0.92,8.63,18.0,3.32,25.0,K,605,77.8471
F,600,1.0,MC,5.94,216.0,250.0,5.93,20.0,9.8,62.4,K,80,1.241
F,600,1.0,MC,5.94,100.0,250.0,5.93,20.0,9.8,0.09,N,240,9.2171
F,500,2.0,MC,10.11,142.9,7.36,8.08,20.0,16.99,53.3,N,600,58.7004
H,600,0.5,MC,9.74,0.61,6.07,7.56,54.16,18.0,0.87,N,750,16.342
A,300,0.5,MC,8.75,0.32,3.93,7.56,54.16,18.0,75.81,K,550,28.8862
A,450,2.0,MC,10.97,15.28,49.0,8.08,5.53,6.58,7.06,P,700,0.8541
F,550,2.0,CO,6.5,0.63,80.0,6.33,18.1,16.0,0.47,P,700,0.1262
H,600,0.5,MC,9.74,0.15,6.07,7.56,54.16,18.0,0.56,P,450,4.8977
H,600,1.0,MC,6.08,100.0,150.0,5.93,20.0,9.8,0.09,N,240,9.2171
A,300,0.5,MC,8.75,0.11,3.93,7.56,54.16,18.0,0.56,P,550,3.1676
F,600,1.0,MC,5.94,216.0,250.0,5.93,20.0,9.8,62.4,K,320,19.7201
A,300,0.5,MC,8.75,0.11,3.93,7.56,54.16,18.0,0.56,P,450,2.0712
F,500,2.0,CO,9.93,126.3,4.59,8.08,20.0,16.99,53.3,N,2200,64.6476
A,300,0.5,MC,8.75,1.95,3.93,7.56,54.16,18.0,0.87,N,750,11.813
A,600,2.0,MC,7.55,59.95,162.5,6.67,15.0,12.0,0.68,N,300,2.5629
I,800,2.0,MC,9.5,232.0,0.92,8.63,18.0,3.32,25.0,K,778,92.0322
A,600,1.0,MC,6.61,113.5,150.0,5.93,20.0,9.8,0.01,P,880,22.5428
F,550,2.0,CO,6.5,1.8,150.0,6.33,18.1,16.0,16.0,N,100,0.0831
F,500,2.0,CO,7.89,216.0,1454.17,6.5,13.88,14.27,0.3,N,500,60.1369
A,450,2.0,MC,10.97,11.49,49.0,8.08,5.53,6.58,14.35,K,200,1.5827
A,300,0.5,MC,8.75,0.32,3.93,7.56,54.16,18.0,75.81,K,250,10.4588
I,400,2.0,MC,9.5,232.0,0.92,8.63,18.0,3.32,25.0,K,734,81.167
A,300,0.5,MC,8.75,0.32,3.93,7.56,54.16,18.0,75.81,K,150,9.3133
F,500,2.0,CO,9.93,126.3,4.59,8.08,20.0,16.99,53.3,N,2600,67.0705
F,600,1.0,MC,5.94,216.0,250.0,5.93,20.0,9.8,62.4,K,480,33.9754
F,600,1.0,MC,5.94,216.0,250.0,5.93,20.0,9.8,62.4,K,160,6.5208
F,500,2.0,MC,10.11,225.4,5.5,8.08,20.0,16.99,53.3,N,200,58.8106
A,600,1.0,MC,7.01,9.5,220.0,5.83,18.52,15.0,0.1,P,10,0.608
A,300,0.5,MC,8.75,0.32,3.93,7.56,54.16,18.0,75.81,K,750,38.3489
A,600,1.0,MC,6.61,100.0,150.0,5.93,20.0,9.8,0.09,N,240,9.2773
A,600,2.0,MC,7.55,98.6,162.5,6.67,15.0,12.0,0.75,P,700,13.341
H,600,1.0,MC,6.32,216.0,150.0,5.93,20.0,9.8,62.4,K,880,100.0
F,500,2.0,CO,8.62,184.4,0.0,8.08,20.0,16.99,53.3,N,1600,71.0352
A,300,0.5,MC,8.75,1.95,3.93,7.56,54.16,18.0,0.87,N,150,7.3191
A,600,2.0,MC,7.55,59.95,162.5,6.67,15.0,12.0,0.68,N,100,0.8009
F,550,2.0,MC,7.2,0.0,280.0,6.33,18.1,17.0,0.47,P,200,0.0337
A,500,2.0,CO,9.01,204.0,139.6,6.5,28.24,14.27,0.3,N,800,46.9667
F,550,2.0,CO,6.5,1.8,150.0,6.33,18.1,16.0,16.0,N,400,0.7019
F,500,2.0,MC,10.11,225.4,5.5,8.08,20.0,16.99,53.3,N,600,60.3524
A,600,1.0,MC,6.61,113.5,150.0,5.93,20.0,9.8,0.01,P,720,17.8099
H,600,1.0,MC,6.08,113.5,150.0,5.93,20.0,9.8,0.01,P,320,9.7131
A,300,0.5,MC,8.75,0.32,3.93,7.56,54.16,18.0,75.81,K,250,8.0682
A,300,0.5,MC,8.75,0.11,3.93,7.56,54.16,18.0,0.56,P,250,1.4376
F,550,2.0,MC,7.2,1.0,280.0,6.33,18.1,17.0,17.0,N,600,0.7647
F,500,2.0,CO,8.35,204.0,164.81,6.5,12.69,14.27,0.3,N,500,17.5147
H,600,1.0,MC,6.08,100.0,150.0,5.93,20.0,9.8,0.09,N,880,21.7719
H,600,0.5,MC,9.74,0.15,6.07,7.56,54.16,18.0,0.56,P,350,3.8499
F,600,1.0,MC,5.94,100.0,250.0,5.93,20.0,9.8,0.09,N,800,18.0522
F,550,2.0,MC,7.2,0.0,280.0,6.33,18.1,17.0,0.47,P,100,0.0176
A,300,0.5,MC,8.75,0.11,3.93,7.56,54.16,18.0,0.56,P,350,3.5941
F,500,2.0,MC,10.11,142.9,7.36,8.08,20.0,16.99,53.3,N,2400,81.0573
F,550,2.0,MC,7.2,0.0,280.0,6.33,18.1,17.0,0.47,P,900,0.074
F,500,2.0,CO,8.35,210.0,164.81,6.5,12.69,14.27,0.3,N,500,35.167
I,400,2.0,MC,9.5,232.0,0.92,8.63,18.0,3.32,25.0,K,302,71.1469
A,300,0.5,MC,8.75,1.95,3.93,7.56,54.16,18.0,0.87,N,750,15.2762
H,600,1.0,MC,6.32,100.0,150.0,5.93,20.0,9.8,0.09,N,400,10.6252
A,450,2.0,MC,10.97,16.23,49.0,8.08,5.53,6.58,24.05,N,700,6.1329
F,500,2.0,CO,8.38,115.6,3.73,8.08,20.0,16.99,53.3,N,2400,63.2159
F,550,2.0,CO,6.5,0.53,150.0,6.33,18.1,16.0,0.47,P,800,0.0013
A,450,2.0,MC,10.97,16.23,49.0,8.08,5.53,6.58,24.05,N,300,4.0727
